Age,Weight
30.64243,102.583895
20.068432,105.580491
20.914366,101.067988
25.512048,104.321463
26.844812,102.59518
25.919241,102.093223
26,105.055597
18.233541,137.859737
18.147705,149.935848
26,111.93301
26,105.448264
25.902283,104.954834
25.540865,109.900472
22.39251,121.205171
21.305402,133.76473
26,109.959714
26,110.545378
21.334585,131.529267
22.978655,114.465425
21.01245,127.902844
21.056059,152.094362
18.771001,133.800129
24.265943,114.511537
26,111.946655
26,111.868169
25.96701,104.758713
26,107.482662
20.590046,130.927138
24.497373,132.527011
25.991886,102.003378
25.908431,103.026858
18.177882,142.102468
18.112503,152.720545
26,111.993054
26,111.208963
25.902283,104.585783
25.540865,104.754958
20.520992,124.704781
20.871153,129.769141
26,110.676343
26,110.824698
21.768834,135.524857
20.891491,133.573787
20.941943,138.730619
20.989016,155.872093
18.367481,133.665587
21.051107,133.852432
26,111.886611
26,111.818345
25.998646,104.808542
26,104.928643
22.846357,133.365094
19.885655,133.952675
25.930376,102.38745
25.897815,102.781971
26,104.899348
25.968792,104.988925
18.335019,137.044959
21.700748,137.767787
18.222536,141.166265
20.3756,151.975864
26,111.942544
26,111.600553
26,105.037463
26,105.423532
25.943827,104.839068
25.291974,104.821175
25.653233,110.92217
25.783865,110.21734
19.17614,124.805868
21.207423,121.864326
21.633056,133.783955
21.009596,131.866734
26,110.008636
26,110.970479
26,111.267334
25.954511,109.980145
21.001969,132.145549
21.772251,132.904884
23.76197,114.480696
24.449655,113.277388
18.378203,128.261402
19.725718,129.363771
21.344018,144.302261
21.322097,149.291106
19.262934,132.57927
21.566815,133.94608
24.475242,112.776612
25.612462,112.879662
26,111.829957
26,111.86899
26,111.539494
26,111.914361
25.96773,105.031908
25.989938,105.036075
26,106.875927
25.617227,108.265922
21.030909,133.466763
20.951084,131.274851
22.980221,132.94066
23.426036,133.485478
25.999185,102.000122
25.934757,102.134646
20.327723,154.618446
19.47219,160.935351
26,111.999096
26,111.95611
25.816445,104.592372
25.498965,104.846817
19.137495,127.642324
20.190733,125.418548
26,110.81746
26,110.804337
21.840654,136.516648
20.871667,137.852618
21.501721,152.394739
21.521294,160.639405
18.314593,133.554686
19.529746,133.843033
26,111.588625
26,111.571076
26,104.846218
26,104.92057
21.768153,133.888629
21.238416,133.937873
25.930376,102.083964
25.919571,102.174953
25.918524,104.986792
25.565662,104.988082
18.744914,138.034526
21.704699,137.858254
20.089969,151.417292
18.120739,152.567671
26,111.939671
26,111.919155
25.986185,105.122109
25.982113,105.428628
25.748627,104.774144
25.959772,104.966758
25.653233,109.931233
25.783865,109.910012
21.412434,121.639178
22.77789,120.748213
21.140165,133.735889
21.413498,133.886031
26,109.982692
26,110.400847
26,110.777391
26,110.074946
21.391371,131.902591
21.051982,131.877558
23.455303,114.470482
23.69484,113.90506
20.601222,128.114161
20.81158,128.763843
19.993565,152.43563
20.074449,152.217135
18.904037,133.281333
19.783234,133.936535
24.291205,113.372851
25.311534,113.451224
26,111.927001
26,111.933152
26,111.856492
26,111.894229
25.966504,104.790549
25.950898,104.791035
26,107.012256
26,106.69053
20.848608,131.76807
20.801791,131.042274
23.712641,132.8071
24.063874,133.166595
25.95774,102.233445
25.909353,102.277765
25.954995,102.874549
25.908829,102.305767
19.297004,141.917802
18.301773,140.292018
19.872667,152.371911
18.13782,151.278532
26,111.949972
26,111.950113
26,111.216192
26,111.036881
25.42724,104.759643
25.795187,104.593929
25.493586,104.704707
25.524336,104.768318
20.908785,126.490236
20.781751,125.117633
21.289104,130.986338
21.210732,130.871127
26,111.00492
26,110.640929
26,110.818757
26,110.803117
21.656907,134.842656
21.760734,135.346677
21.028989,133.878843
21.282238,133.662583
20.388049,137.785027
21.022206,135.693381
20.102241,153.959945
21.291969,155.242672
20.530998,133.644711
18.976968,133.903612
20.924956,133.618706
21.28253,133.903469
26,111.883747
26,111.9307
26,111.830924
26,111.841706
25.999174,104.810024
25.999942,104.881994
26,104.936381
26,105.013901
23.365041,133.45249
23.421726,133.478611
18.826782,133.747012
18.94093,133.676663
25.921678,102.363149
25.940153,102.320437
25.999636,102.686908
25.907833,102.555691
25.991194,104.94582
25.993154,104.854928
25.988668,105.313967
25.976209,104.999403
18.743587,138.202869
20.323767,138.143162
21.394047,137.832414
21.838323,137.79299
18.20634,141.799429
18.532826,142.545183
20.438478,153.149491
20.796266,152.473675
26,111.946321
26,111.945588
26,111.720238
26,111.682693
26,104.947703
25.992898,105.036522
26,105.407313
26,105.359688
25.951737,104.835346
25.982261,104.838425
25.470652,104.807284
25.289428,104.772164
25.696073,110.930509
25.561868,110.621723
25.834018,110.10589
25.895546,110.074019
19.035557,127.427458
18.634286,126.088301
20.700876,121.889803
20.741442,122.813033
21.695892,133.870501
21.635977,133.259033
21.232659,131.567481
21.008297,131.929712
25.962949,109.996742
26,109.978402
26,111.157811
26,110.919646
26,111.275646
26,111.531208
25.964788,109.984263
25.994949,110.168166
20.952737,132.116491
20.978166,132.054793
21.67447,132.262558
21.568951,133.10761
23.647935,114.479459
24.196367,114.482386
24.284833,113.774198
24.693108,112.982549
18.862264,128.705761
18.423482,126.798173
20.394082,128.148108
20.217015,129.466541
21.330178,147.296186
19.528936,142.559161
19.364339,150.51648
21.131526,150.37757
19.012872,133.779919
18.469086,133.017105
21.572114,133.845064
21.680123,133.955091
24.469756,113.077187
25.12791,112.555456
25.986368,112.249699
25.951979,112.098616
26,111.821817
26,111.863186
26,111.878132
26,111.939983
26,111.555967
26,111.357062
26,111.922491
26,111.884535
25.97731,104.950776
25.955014,104.879602
25.996716,105.037203
25.992348,104.954291
25.974446,108.090006
25.777565,107.378702
25.722004,107.218949
25.765628,108.10736
21.016849,133.033523
21.682367,133.043941
21.285965,131.335786
20.976842,131.408528
21.982942,133.742943
22.524036,133.689352
24.361936,133.346641
23.664709,133.472641
